,sentiment,tweet
1225108,4,@creative_home oh no ... I hope that's not what's happening. I don't mess with things that require electricity to work. 
739539,0,i miss my dad 
890353,4,@Anijade I went with Bingley. 
268358,0,The new Computicket site only allows me to purchase tickets for events on 1 January 1970 at 2am 
882212,4,"@Meteori maybe yu've right. but when get this then i'll do to nothing. ican't nothing to do. strange, or? "
753992,0,Just found out my brother was robbed this weekend at gun point.  scary
209125,0,"jinak je to dobr� tipova?ka: 49ers - Hill, Broncos - Orton, Browns - Anderson, Bucs - McCown, Jets - Sanchez, Vikings - nevim  Rosenfels?"
1356426,4,"Got sandals and an OPI nail polish, and my forever 21 package finally came. Oh happy day "
340717,0,time really flies. a week is almost gone. sigh. mum is going KL in 2 days time.  then i will be alone at home.
1073271,4,@Beadsonfire You are welcome! Anything for a fellow Etsian! 
1037617,4,@PerFecT76 hahaha aight i accept that lol enjoy ur flight 
746968,0,Noice. Internet connection's fucked up! I'm really lucky lately... mmpf 
604611,0,Its monsoon in Kerala. Frequent blackouts 
790312,0,@bengrinsted Tell me about it 
397293,0,I should be in Philadelphia  right now for the Roots Festival! 
773935,0,"@lovemotionstory Wow that is remarkable, but so, so sad too "
1145671,4,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
936953,4,Hookers No Longer Welcome On Craigslist: Shared by NG    After coming under increasing scrutiny from various s.. http://tinyurl.com/po84b8
137365,0,@_saffron 
798245,0,@drfired it was ok. Not better than the Miami Elite events. 
1269121,4,@sonnofjohnn LMAO! I have noo ideaa. My mom gave me her phone for now.  Text mee!
1413529,4,hey james and i still got dat new new o and kid cuddi if u c this please say hi 2 me in ur status 
829372,4,@iamdiddy my name is purplepleather and I am definitely LOCKED IN 
249153,0,We haven't even been in the car for an hour and my mom's already crying. Halp. 
374167,0,"oooohhh nooo, twitter down EAst cost "
95224,0,I don't see other's updates 
1577446,4,@VictoriaOnAir Lol....  i thought you meant 600 new aircraft orders  
1396957,4,updating here cyworld 
831113,4,"@mudville100 Damn! Thought I had dodged the the tooth brushing quessie! I had a shower. Cleaned teeth upon waking, yes a bit slack I know "
479138,0,ugh tutorial today 
1086576,4,@maddiequus Ur getting close to the front of the waiting line!!  
1520609,4,@maggiephilbin We've all been there!  Absolutely was a great programme.
106794,0,@GabbysGabs i've gone through multiple career choices. i'm extremely indecisisve. and i always cut myself when i shave. it's inevitable. 
202812,0,jazz is not feeling well!   http://apps.facebook.com/dogbook/profile/view/6412624
1165235,4,@MsBookish  i think it will be fun. i probably won't have time to bake until tues so the posts would go up in hte evening.
82539,0,wishes there was a Pastazio's new york pizza in fort worth 
531247,0,@music_vere i bought it at libro !! .. i already read that some filials in austria get the CD on june 19th .. soo sad 
1110767,4,"The dude has just score. Welcome to the club my man, enjoy the ride  I bet you can't sleep tonight, and smile is all over your face."
184171,0,"http://twitpic.com/68d0f - greatt times todayy!!! movies, my house, takin pics, late to da pool, hang out at da pool, and leave  hug m ..."
407487,0,@KatTeasy - Welcome to Twitter!! Cant see your photo tho  Hope your ok! Enjoy making your pennies! x
719693,0,"&quot;Things came up&quot; is always a great reason for missing an event, but what about the forgotten sibling, &quot;Things went down&quot;? Poor excuse "
1384306,4,@vsevani I Want To See That 
1507348,4,@ihenpecked I'm not eating... I just finished 30 minutes ago 
1231639,4,its a beeautiful first day of june!! my bday is on the 4th     i'm at work util 8 &amp; then off to the gym w/@paceyourself
815078,4,"@nickraes poor you, your tweeps are all with you^^try to be patient...I know, I wounldnt stay calm in that situation "
976241,4,The Cheesecake Factory was soooo good. Brought home A LOT of left overs. Had such a fun conversation with someone from home 
1462459,4,@tbikeev congratulations! 
271181,0,Just did my ankle at football  the next 9 days at work are going to be interesting now! Ouch.
978620,4,Picking up my photos from my photo shoot this wednesday 
691678,0,&quot;Behind every beautiful girl there's a dumbass guy who did her wrong and made her strong&quot; 
776844,0,@jesssicababesss its working but being reallllllllllllllllllllllllly slow  
760914,0,"@napiersmooth In addition to my last reply glad you're fixing the mini as well, but what's wrong with her?  "
372946,0,"My arm just went tingly suddenly so I am Googling stroke symptoms. Also, I got some free beer from my parents but it's just Rolling Rock. "
989158,4,is anyone nice enough to buy me a canon xsi dslr??? 
279567,0,@lory65  I'm sorry to hear that!
881719,4,"@carole29 she's around 10 months old, she's a king Charles cavalier pure breed, she's a gem "
1372235,4,"i am sooo tired. i have had the most amazing day today. If tomorrow is anything like today, then i have an adventerous day ahead of me.  "
1364011,4,@tzaddi I dunno - I feel like I'm pushing the limits by continuing to describe my gray hairs as my 'natural platinum highlights.' 
721728,0,"@nando123 LOL! Thanks for noticing! I spent 17 years in PR, Cmmnctions &amp; Mktg. I'd like 2 get back into but cant w/out leaving Paradise. "
138776,0,Bout to tune in to @colinkelly for the last time till Tuesday!  Will have major Face-Off withdrawl by then! lol
660896,0,ok...so back injection #4 doesn't appear to be working either...it's getting me a little down 
448158,0,no one of my fucking friends are on twitter  wtf!!!!!!!!!!
1394423,4,"@garygomusic wow thats impressive,do you hang around to watch takethat? cant wait to see you on the 1stJuly  seems ages away yey, enjoy it"
1566040,4,"@jaykpurdy Jayk you're incredible.We're both huge fans,hope to work with you one day  We opended for the band 6 hour standoff check out--"
1024150,4,@KellyMcEwen haha...nothing... Well should be studying...but not really caring now ... So no I am doing nothing  xx
988082,4,@craigfots cheers for that 
1409155,4,@ladiesluvcapt thanks! =] cant wait to hearem! woop woop! be safe hun! 
624850,0,I feel oddly as though I should be apologizing to people arriving in New England for the crap weather. 
882397,4,@amddopod he he...yeay! I will do then !  Thanks for the intro yesterday too! High fives!
412138,0,My clit is bleeding and i dnt know what to do 
242010,0,i'm missing your voice 
990322,4,"Ooooh 185 followers, how did that happen? Thanks "
607441,0,@scottnicol Do you happen to have the link I sent you for those cool Lightroom presets? I lost mine 
521213,0,"Morning twit fam.. just got up, not feelin too well, allergies r kickn my butt. i ate too much flour now im paying for it "
760981,0,"Rest In Peace Ed McMahon, You'll be missed my millions "
1260772,4,it is alwasy funny to assemble a tender dossier at 3am in the morning. 
359672,0,"@willyf --OMG, I just realized that I spelled your name as Willie! WOW. Serious apologies. "
1405714,4,http://twitpic.com/6qzb8 - i dono y itz dark here itz nt like in ma room therez light lool i think itz coz the camra 
1339874,4,@sonia23 awwwwwwwwwww thanks! revising like crazy here :| lool! i'll tell him!  enjoy relaxing! xx
1462673,4,Anyone want their Marketing Punchline in Bangla and Hindi? I'll translate for free  Testing Twitter ROI - plz retweet
79991,0,@LoveAvaJames just a trendy clothing store-all the kids are doing it ha..pool all day? Jealous..got my tan today w/o the luxury of a pool 
924499,4,@Aeromac18 Yep  and prank calling him kept us busy 4 about...25 min..lolz...he turnd his fone off after Ian said &quot;STOP CALLING ME STACY&quot;
3156,0,"linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently "
126538,0,@beccaspeaks  I have a bit of a sore throat
750406,0,who is doing anything tonight? 
1333071,4,"@JennW Congrats! Also, neat, because our 5th is tomorrow! "
679141,0,@Asallo Idk how to use chopsticks. 
306094,0,Nellers JUST got off work. Her shift was done at 8:30!   another night ruined.
872858,4,"Bright, nearly sunny, day  sitting in the beer garden of my local pub, beer in hand... Life is good... "
1580107,4,@jinglebells_ welll story of my summer is that emily is a noob  hahahh we're having a chill in our pj day. YAY! holy its cold?
1298980,4,&quot;Where'd you learn those moves?&quot;; &quot;Reruns of House&quot; - Royal Pains. haha. 
148455,0,@Sega Can't you have a giveaway for just me? WAAAAAAH!!! 
1365159,4,Third row! I'm a pretty decent seat reserver 
567160,0,@lukaswinn *wink* tehee but im on the west coast LA BABY! (*giggles) so thats 8 hours!!! Ive been to london once. it rained for a week 
328739,0,@djhsecondnature I want! 
1154322,4,well done diversity.... n congrtas 
925688,4,HAPPY MOTHERS DAY!!!!  &lt;3
4046,0,Day is frantic - being shotgunned with lots of work requests all at the same time - running out of hands 
708394,0,"@CyranDorman Oh dear, sounds as though you have quite a job on your hands cleaning the place up "
115755,0,"was supposed to be a beach day, but the weather isn't nice  Instead....Disneyland!! I love So Cal."
1523326,4,aaaaaaahhhhhh!!!!!!!!!!!!!!!! music wont work on the computer ahhhh!!!!!!!! godd its borin without music!!!!        :
495181,0,I think just @ilzahelena will understand what I'm feeling now 
511785,0,should be sleeeping but Face Book thinks otherwise 
172948,0,@XO_SUFI_XO yeah and when you are not working at paying jobs(volunteer/intern) the $ tends to disappear rather quickly...gotta slow down 
661028,0,@catherinerabo I didnt know you have a website for your cheesecakes!! I'm hungry now... 
775110,0,"Seeing the sun making it's way. Quite a impressing sight, but day's events won't be that idyllic, I am afraid "
1389732,4,"@frombecca @BigB3n Given this is the first one, the turn out is yet to be seen, but it is looking healthy  #YCM"
1564419,4,is at home watching Charm School on VH1 painting my toe nails 
53188,0,Going out of town in a while. My phone is dying 
1598215,4,"@bantamspectra well, I'm ALWAYS interested in free books!  #spectra1000"
509750,0,Xbox live is down and i was having fun playing halo 
860993,4,@Raznwlvs Thank you for posting pics of the wolves! they are amazing!  
985057,4,"@duncanjessep thanks for the follow on twitter  you seem oddly familiar, Au CSA?"
107,0,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?
1093913,4,is away from keyboard. BRB.  http://plurk.com/p/x5xzx
1249838,4,@SkunKy_86 u won't believe m but..everyday I hear a randomCDfrom my big collection(400+)..nd guess what I've picked today?Anouk's T.Alone 
501407,0,I saw &quot;up&quot; it was awesome! So mad cuz I don't got enough money on iTunes to by @Jonasbrothers new album Tomoro. 
244591,0,Work  but gives me time to tweet and look for a new job!
90966,0,@mambadt I'm just sad that I get to hear ppl having holiday and I don't. Nos. don't matter. ahah. Tell me about it. The snoring that is. 
153852,0,@sashagrey awww.  i just found out it's on tv. i thought it was an event somewhere.
540986,0,@hakeem chatting. =.= HAHAHAH.omg.  decisionoes.
965903,4,@MLBARKDOLL have fun at the parade  
589895,0,Trying to fill out my debt profile for tomorrow... but I dono what I'm doing..  Stupid credit cards!!!!!!
116356,0,its so hot and its only 10:44 
743004,0,One of the two newborn kittens ive had to nurse with the bottle might die  im sad.
1535318,4,@susiehoyland glad that it's all going well! 
514377,0,I really really feel like eating marshmallows 
1396035,4,"Going to play football with Germans,, 8/0 "
224670,0,@MsSorel Hey stranger! We haven't heard from you since the show  We sent you an email with an interview for our mag.  Did you get it? TTYS
1060813,4,@gpelz Too cute. But didn't I just see you post that you were going to Snarf's recently? What? Are you trying to be mayor? 
1596390,4,@FollowSlendah excellent! glad he is doing so well. I'm feeling better- got the faith life straightened up. my icon is a really old pix. 
1106444,4,Breaky with family then car wash 
869776,4,curly wurly 
266260,0,Watching Roseanne about to go to bed... It's summer and I'm going to bed at 12. I'm so pathetic 
1419278,4,so so tired from last nights wedding. But it was sooo fun! Im so happy for Pammy and Brian  Now at work and Im hurting
515651,0,lunch finished back to work 
1267174,4,extremely happy with my current performance of Astonishing 
214742,0,Well it's now official. We're over.. 
25268,0,off to fetch my boy from his afternoon at the football... not a good day for 4 hours in the car 
34314,0,is at work guys! 
313017,0,Thinks blueberry smoothie tastes of ass 
1268367,4,"an amazing day start to finish. filled with my people, nature, food and friendship. a little teaching to end with, and GOODNIGHTNOW! "
309200,0,"At airport meeting point, saw everyone else greet loved ones. Then saw headline re the plane that has just crashed. Feeling meloncholy "
634146,0,I won!!!! So ha ha andrew. I even played your blue. And alex you almost ruined it  lol
190434,0,"friendly neighbourhood infoscion is moving out, no more free rides to office "
805536,4,@ladykathrine hahah we went past kryal castle on our way home from sovereign hill - so we did the backwards kitten trip lol 
1568384,4,@lumardor There are forums out there that talk about Lady Gaga never seen in pants 
254403,0,Cases of Swine Flew amongst the best of the best in Pico Rivera 
189701,0,nvm. i've changed my mind. i couldn't sleep anyway 
487527,0,Studying for my exams. It's hopeless 
668366,0,JUST missed the swag code...  *sigh*
766872,0,Ahhhhhh. Headache. 
105003,0,@quotergal I'm very sad that you and @cabri and @NYPinTA won't be there this year. 
1109093,4,"hallo.. im chatting with my buddies..  to all the followers, nice to know all of you.. "
1442010,4,@AaliyahLove69 mmm yummy pic  I adore Ashley's tiara and I love your dress!
41891,0,i don't like that chicago stole you. @cleasing have fun but come home. 
19101,0,Grrrrrr I am sick of rain! I got up to watch a race not a parade 
1008675,4,and that's the way the cookie crumble's!!!! 
945085,4,Woot! Its thursday... Weekend is almost here...learned to retrain my inner voice... 
852022,4,@bmn Bahahaha. Perks of being your own boss - day off pls! 
520625,0,Gm all! It's my day off yay! Have to jump in the shower and run some errands. Can't tweet now.   but the SUN IS OUT!!!! 3 weeks of rain!!!
724790,0,@uhhuhhermusic http://twitpic.com/7x6am - I want one 
95969,0,"Day off today as its my bday. Starting with a 9:30 conference call, erm, yea  http://myloc.me/QIQ"
1032261,4,@OrangeFu whom is it? 
325041,0,Talking to someone very special to me... don't want to leave but I have too!  Maybe I will stay for 10 more mins lol
243680,0,"@MontanaOne don't remind me.... I threw out whole boxes of'em, SCSI too.... it pains me to have to go out and buy one "
522973,0,@xsparkage boo... 25% off is not valid in the UK.. 
1221200,4,@tojulius Does that make you a Berlusconi fan too 
1447067,4,Leo is spending the night! 
1421515,4,I'm at red robins by ikea with paige 
665107,0,RIP Gary Papa  Philly loves you! http://tinyurl.com/l84jz4
556472,0,Can't sleep  ... Going to be tired tomorrow.
301527,0,@LadyLeet I will be in NYC.  But let me see if @rmallik can make it!
455146,0,sad sunday's almost over...the weekend flew by 
553024,0,"Temporuns this morning. Uh, I have lost quite a lot of stamina in the last couple of weeks. Not good. "
656992,0,Blah it's rainy and gross and humid. Which means lame hair day. 
152262,0,Make that nothing goin on in the 7th  http://myloc.me/1MGd
1182664,4,@BigJus41562 Balance510 LMAO no I was thinkin..I hope this be head ego rapper don't say nada LMAO !!! (Seriously)  I'm hi timing in Ha ...
1424734,4,@nkbrewer  yay. i know. how are you girl? you back in the states yet? exciting!
1392843,4,Looks like the sun is coming out to play  but for how long?
1316348,4,is watching hana yori dango the final movie  xoxo
1433255,4,I am so thankful to have so many loving people in my life. 
862114,4,@jaymc123 say hi to him from me 
200639,0,"wheat-free, sugar-free, dairy-free, chocolate-free, peanut-free,tomoato-free,soy-free for the next 5 months... this should be fun "
254071,0,totally exhausted . I think I have been infected with whatever was making my niece all grumpy this weekend 
585974,0,"@LimaBeantheGrey  I remember when my boys were young they ate turkey necks.  now with fewer teeth, no turkey necks "
1552754,4,@adammessinger Exactly. Well said 
15443,0,Tired... Lame.. We still have alot to do 
1000453,4,@Racing4Research is a way to raise money to cure NF. And you don't have to train for it!  Sample fundraiser: http://tinyurl.com/jessem
33697,0,@royalt_rapqueen -lol I aint even get that... 
1060295,4,http://twitpic.com/67a1m - @Jonasbrothers my Jonas henna tattoo! i still have to scrape the crusty stuff off though. haha 
724188,0,Night ended early  Sean and i both got sick WTF?! o well i am really happy i got to see him
1194304,4,@SteveSyfuhs Ye be careful or I shall attach ye to a &quot;Token Ring&quot;... with no Token 
740246,0,"@Out_Of_Step BAD CHAPMANS GRRRR haha she looked like such a hoe!! I can't Metro Station, remember? "
414288,0,Starting to draw something for @trent_reznor because he sounds really upset 
1408009,4,@SCrociata yes! disturbia is one of my favorites 
294147,0,@papaspugs Beautiful family. People are surprised when told mine was neglected &amp; adopted. Pugs not status symbols 
548097,0,"@W1F1 Someone just told me to get one in an AT&amp;T store, you'd have to have preordered to ship to the store last week. "
992455,4,@marcthom thanks for asking we did good. A few interested people and one panned out so 1 greyhound adopted. 
76492,0,net is so slow today  dunno whats the prob..and this is the most dam headache i keep getting
1088214,4,http://twitpic.com/68sls - Cockle Bay Marina is beautiful at night. Perfect for a date 
710336,0,"I am sorry to hear that, Wesley. I would take your pain for you if I could. "
15979,0,"@jessikaw Aw  I got mine in a tiny box at Barnes and Noble! Or Borders, can't recall which. I think he needs some friends though!"
1411737,4,@AeYphannara so am I hving an open heart sis?? I guess I am now... Nite 
702548,0,all this #iranelection sstuff is so depressing 
717370,0,Gawwddd. I give up. Eggs hate me   http://twitpic.com/7ypma
616591,0,is unsure what to do but feels so forgotten 
949771,4,Waiting in line for take-out beignets at Cafe du Monde. 
1489400,4,long naps make me happy 
965847,4,@JackSlaterrrr Doesn't it just! i love you 
507312,0,@chloefair SQ.  I am heading off to lodge a report to facilitate my insurance claims soon. Lets see how fast NTUC processes my claims.
955989,4,@NellieBot we knicked it off some hobbits 
242416,0,"Not stomach bug, migraine. "
1477012,4,http://bit.ly/LhgZ2  just trying 
1412488,4,@hewhocaves Haha!! Cool. See.... you found that cave you've always wanted to find. 
981621,4,@WULFFBOY nah i didnt take it the wrong way u good 
627325,0,u forqot about mee  @yungfr3sh718
913491,4,Happy Mother's Day! I love my mommy 
309664,0,going too school very soon. I don't want tooo 
624992,0,i realllyyy dont want to be working. i still have to study for math and i'm going to be here all night 
372967,0,"Wish I didn't miss a freakin wk of school at the beginning. Screwed my entire school yr up. Dad, you can come back now. "
1515002,4,@mavindigital very much welcome. 
1144520,4,"@omgitsafox, now, Latin I can do with a relatively high degree of proficiency. "
509059,0,I have a lovely start to the day with 2 reiki clients and then I'm off to see my best mate before she leaves of Oz for 9 months! 
851275,4,Off to continue writing my novel in the sun with a glass of cider 
1099611,4,Is looking forward to todays dress fitting and hopes Tom has a good day flying 
1163350,4,"wait so lucky we got a bed wen ppl r sleepin everywhere on the floor, couches, 3 per bed.. so comfy "
872930,4,"@MeghanT Yes looking forward to it, We have seen them all she just loves Hannah Montana and Miley too...  "
777018,0,"I've only had two good weeks this summer. I'm just ready for august and october 9. oh, and i miss you "
106853,0,@madilovesmerder aww thats horrible.  what happened?
1294982,4,@NYCityMama Almost there!! 5/6 weeks to go  can't wait to see my baby girl after 3 boys!!
1103024,4,@ddlovato Poor you! You looked exhausted yesterday! But still amazingly beautiful! You totally deserve that vacation! 
535607,0,@amandabearxx I hope things get better for you 
282923,0,Omg I feel like my wrist Is broken! Ouch it really hurts... What should I do? Any small movement hurts  help!
1370240,4,@caitdouglas Awwww...that's why I love him so much. He's very kind and it's so genuine 
541328,0,@boricuaboy81 - Not yet!!  Its only 9:21am... i still have until 10:30am before I need to crash!  I got work to do til then... 
549682,0,@eddiesdabomb are you fucking kidding me bro? does that mean i won't see you? 
220162,0,@galleysmith I keep having problems too 
165762,0,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don't know what to do to cheer her up.
730404,0,"im boreddddd, being home alone is boringg... "
1360927,4,"today is revision friday: i bbqed with my awesome friends until 5pm, arrived library, did some work, went drinking at 10:30pm - i &lt;3 life "
511612,0,"Home alone, missing my Arfie "
109268,0,god! woke up late - still have a list of things to do! not impressed at all! 
465090,0,Way too early to be up  I think I will go back to sleep when I get home
1558067,4,Tonight Im not sad and I cant feel lonely!!! I had a nice weekend with people that makes my life special and nicer. Thanks for it xoxo 
1089387,4,It�s Bed�s Time...I gotta go! see ya 2morro Twitter fellas! kisses!!!!!!!!!!! 
1357116,4,@ddlovato another short demi lecture speech. that's a nice way to label someone. 
1211719,4,"@mrees haha ok, now for a real world example? "
254624,0,Just found out that my high school band director quit... And his last concert was today 
505835,0,I haz a headache 
1410707,4,bronzin' my body ~ poolside 
225243,0,Sister's graduation is over and the party was great. Finally got to see my dad for a few hours. He's gone now  I'm a little blue.
945002,4,Steve McQueen  Haven't heard this in ages. (:
1477417,4,@MrRathbone Yeeaap 
826702,4,@babybebe when i wake up in my makeup &lt;3 who can deny that face? 
642323,0,"@strawintogold same here. I'm just tucked into my bed, not falling asleep. "
892725,4,@shamara99 poor dear just pray for dude 
1250925,4,@jacobmakesvideo I reply! 
185022,0,"@selenagomez I went to the house where you were filming but they said you weren't there anymore, and i had an awesome card for you!  ahaha"
547455,0,feels so sad today. ngayon ko lang narealize how sad it is  http://plurk.com/p/11i9a3
1073738,4,hah im a loser  and im proud...im a loser cuz i only have 22 followers...but im still proud  of being a loser   
1110817,4,@TimJensen I thought it was just me that sat in the boot of my car 
214699,0, really needs $ and needs to save alot
840083,4,@twitzap - thank you again for the favorites button!  I figued I should thank you as often as I complanied 
114351,0,@_Trystianity_ No tags.   But I will never again be big enough to wear them. ;)
483025,0,I want finals to be over  Ughhh
1329781,4,&quot;I don't care what a bitch think &amp; how a hoe feel cuz aint nay 1 of you hoes payin my bills!&quot;...Trina got me going this morning 
1583419,4,@meeble NICE TO MEET U 2!  Greetings to Paris!
1028432,4,@rif_ariadhi blackberry!!!!!! 
1091739,4,@pcatLAGIRL and I are jetting outta here going to find some yummy food 
1251636,4,"@CFJamesAllen yeah, I was looking for you but with the crowd... next time we will wear twitter balloons "
1468090,4,"lying in my bed with petey and baikie, fair smashed already. woo "
1505543,4,Watching this show makes me want to find my own Jack even more 
377452,0,im sick  and still gotz work tomorrow
617964,0,got my last college show tomorrow  then the day i have been waiting for...SATURDAY 
355155,0,@JBARSODMG beezy not a trendin topic nomore 
1030166,4,"god morning!  it's 7.26 am here in Budapest, and I'm just waiting to get ready for the exam today. my parents were incredibly cool"
1042062,4,@jonasbrothers think it is so awesome that #jonaswebcast is still trending even though it ended hours ago 
1282392,4,So now I'm very excited! 
262628,0,@ROzyROckz haha no married here good guys come a dime a dozen these days 
1332235,4,"Wow with the weather and it being foggy and wet, feels like I am in ole London. "
541988,0,"@SamanthaWestmor its ok, I hope you feel better though  Are you ok now?"
483447,0,...back to work 
239586,0,I have a damn headache! So much for getting my beauty sleep   princess 
1352795,4,@OntarioDdubfan Ok!!! Will do   Should I text u???
1440074,4,check out this great new upcoming magazine for all of you Southern New England Women at heart.. @snewoman - best 2 all 
246663,0,Dropped a peanut in my belly button. Now it's all salty. 
370413,0,"i wan hang w/ cousins  oh, and @mtwanger"
824155,4,"@heyrhi as soon as this year ends, get your cute bum to montreal asap so we can be roomies downtown and order take out every night  ilyily"
636662,0,had a really long day. now having trouble sleeping 
652374,0,Crummy morning. My birthday gift from Grant- a lefleur de lis charm- fell down the drain this morning 
1062585,4,@lamanning YAY twittering from work! such a productive use of time 
787831,0,@officialTila i want a hugg 
1360827,4,"@kellyenlightens  LOL, well when you put it that way...  You go enjoy your Aruba-ness. "
337864,0,@Grooveecar urgh. ront canal treatment! hope its not too sore. 
1456098,4,@riineystackedx i know u didnt 
1091945,4,@officialTila holy moly I had the glow worm &amp; the light bright..actually I still have them. 
1527759,4,"Washed dishes &amp; vacuumed kitchen rug. Should go to bed. It's 5:45 AM. Don't feel sleepy. Goodnight, good morning &amp; good day to all! "
1040058,4,@prjctmayhem 233 tickets? Oh wow that's so awesome! 
494903,0,@travam she's really gone 
697668,0,Hubbie leaving today to head back to NYC.....  
729613,0,http://twitpic.com/7znjc - staring @ the rain~~dreaming of a better tmrw 
1062271,4,http://twitpic.com/67fxa - I love this site! :http://photofunia.com/ And if you couldn't tell... thats me 
1539306,4,"@pisceanlife Spirit? Indeed I have  But I just watched Brother Bear, so I'm too exhausted from all the crying to watch another movie =P"
688119,0,"6am arrives oh too quickly. Trying to motivate myself to get out of bed and in the shower. Thus far, all attempts have been unsuccessful. "
1114530,4,p.s. I love family guy 
37757,0,@_Cassiee I can't believe you left! why babe??????? i miss you so much! 
870200,4,@2NiteBoy what was your dream about? 
1316929,4,"@codelust and one can write worst code with PHP , but still it works "
561444,0,omg why's everything everywhere sold out today?  - http://tweet.sg
1589389,4,@officialakaye http://twitpic.com/7jblj - gorgeous photo 
681411,0,i still feel bad for dogging leanne @ the hsm3 movieee! 
1466525,4,@KarenMcLain Lots of happy painting on your commission Karen 
1070622,4,"God, I hope that I have fun tomorrow. I have a slight case of boredomitis right now. LOL "
861979,4,feels great knowing that SOME of my coworkers are awesome people always trying to help me out. 
885610,4,"what a crazy night!!!...getting ready for church, then out to eat with my cousin! "
904468,4,Morning Twitterland! Countdown to TCI begins again... Will get through Monday to Wed. knowing that I'm outta here on Thursday! Woo hoo! 
555570,0,Im not loving Mariah Carey's New Single &quot;Obsessed .&quot; I hope the rest of the songs in her album isnt like this 
1185338,4,@fxravin target aint closed on sunday!! Lol and ill put u on the cool baby clothes sites!!  long as u buy ayden something
334156,0,Aw man . . . I thought I was done throwing up   Dinner was great going down but not so great coming back up!
410833,0,I was in the backyard for only an hour but in that hour i turned into total bug food  owww
1402853,4,"no school for another week cos of le flu,  or D: ? i was kind of excited to go back already haha. kind of."
1428328,4,Thanks to bands HISTORY and Dark Silhouette who jammed with me tonight on Guitar Hero: World Tour (Wii). Thanks for the good times. 
1392155,4,"@danielavery omg omg omg i got it. thanks  yes, that is my correct address "
471477,0,"everything about you,seems to be a lie..  guess were better off this way. all i have to say is goodbye &lt;/3  --    going to such a bad day "
848960,4,"@NickHodge Would be an unfair comparison as I only have it in a Parallels VM. I'm pretty happy with IE8's CSS rendering, though! "
1547232,4,@multipur Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
624716,0,Eat some chicken strips. (LIKE A BOSS.) They forgot to give me my honey mustard. 
621956,0,"@Carolineoncrack I'm free but bikeless, alas "
256138,0,"I'm mentally preparing myself for summer school  eh, lets call it Summer Camp for the Mind...it sounds better"
276358,0,Every week I dread going back on Tuesdays 
1056108,4,@Flight88 Ok cool. Tell him to follow me please 
73549,0,Is it Monday already?? 
268381,0,gotta say loving this weather im all burnt  hate being at work when its so nice out wanna bne in the back garden chilling x
1520522,4,"@ayatoshirosan these messages.  I will not be at all busy today, Nimmy, and will be eagerly anticipating our next 'real time' converse!"
1271537,4,@Djmcedes Ily  i'm so excited.
330031,0,@Beezy16 BREATH PAPI... DONT PASS OUT ON ME!!! OR WE GON B BEEFIN 
187149,0,I'm bored. Make my day 
974532,4,"@WinningEdge Indeed, but good   How are you doing?"
517226,0,"@facunditas yeah true, I'm so mentally tired from stressing over it today "
681223,0,i dont forgive you  you broke my heart and my friends.
185888,0,just got back from the sounds game. we lost 
1080569,4,@c_irish777 CHA-WHAT!? Lucky bum. Can I come!? 
741927,0,@MarieC09 thank you hun - im parentless  - he passed away in dec 2002 -
1136499,4,@nicksantino thinks i should name my guitar Taylor. so Taylor it is 
598806,0,@Lemonvee haha..jht awk  sedih sy.huk3..
259514,0,"the night &amp; the weekend is almost over for me, and most of you! "
1281272,4,@bouncingdan don't think so - all leffe induces is naptime 
505316,0,a few min(s) ago i saw a clip from yesterday that  policemen bludgeon people  i hate it  i`m sorry 
966783,4,"@bunnywunny hee hee - did you only just happen on it? It's deadly cute, yeah! "
1111622,4,@OhHaiSara  I missed you too
513398,0,"Went out for dinner last night, then for a drive. I HAD TO SIT IN THE BACK! It was very uncomfortable "
622063,0,wish I wuz n atl 
263100,0,"My moms a fuckin bitch probley not adoptin max tomarrow if at all, poor cat "
1097817,4,MarkSpanner: @jakeyapp loved your stuff with @misterwallace on #6music last few weeks. Shaun should exploit you more! 
164373,0,@fluBALLOW can i have itL 
1036476,4,I'm gonna dance the night away  who's innn?!
1499714,4,@RisaRM @temptalia lolz I'll retweet it too 
1471422,4,@vixensfantasy and we wonder where Chuckie got his training for rewriting posts to say the exact opposite of what was posted 
23872,0,studyin pharma kaplan notes along with Dr trevor's video  no way 2 spend holls at home.
69530,0,Do I REALLY have to go to class/work/life tomorrow? 
692445,0,@willcarling amazing tackle by Jenkins on habana. Jones needed to make that kick  #lions
1355084,4,wearing a suit and its not even my prom nor am i going haha but i doo look dapper 
17495,0,Love the show! You and Jasmine got me watching! Every mtv web exclusive has me worried that u 2 will split  U r a great dancer!
778269,0,"http://bit.ly/18w0LF  Well, this explains it. Lol. I'm not sure who wants to know what I'm always doing though. Aw. "
1329657,4,Had more dental work yesterday; not feeling it today; tired &amp; sleepy; have Steven's awards at school this afternoon...Put on a happy face 
1162412,4,"Susan seemed ok, i mean, she reacted normal, but anyhoo, it don't matter, she'll still get some sort of deal from Simon!  Diversity (Y)"
1556382,4,@zebrena r u going on the next mission? friendly reminder to get ur passport within the next couple days 
