,polarity,tweet
1205237,4,Reblipping ya!  @jambands: &quot;Pushin' your pain 'round my door Will I cry for you as I die for you Is this blo... ♫ http://blip.fm/~7em8d
112495,0,unfortunate concentration of things i could relate to in an ep of 'lewis' &amp; i'm all out of chocolate but don't want to put on day clothes 
233457,0,shower time. then a movie maybe? missing @livvylu8 at a time like this 
481836,0,What? The rapper from aesop rock is white. He has such a deep black man voice though. 
897573,4,"is back from shanghai  hello stinky, sweaty, b.o. filled beijing!"
1578788,4,@Elliejay16 yah i met JB iv got  pics with nick and joe i will put me and kevin on later 
801778,4,Just working again..... We gonna digitalhero some ship today 
322792,0,My 8yo niece asked me a month ago to do her hair for the school play tonight &amp; I can't.  I just hope I can make it to her school in time!
668492,0,@3eb please make your singles available for the fans outside US! we still could't buy them because of territorial licence 
477263,0,"omg a mouse just ran out of my kitchen, into the living room!!!!  ewwwww"
1363424,4,@RaquelMichelle1 haha obviously I  don't live there lol I live in mass ...so request me when u get a chance ..u will love my layout 
1361435,4,Thanks so much @ZnaTrainer for tweeting about my e-book! 
1432642,4,"It was nice to take a little break and see a movie, now I have to get back to work. Talk to everyone later "
43897,0,I kind of totally hate everything.  
984876,4,hello � tous 
173573,0,@mikeconaty i know the feeling.  
764269,0,Bloody hell - the new Queen + Paul Rodgers album sounds really muddy. 
224830,0,fucking graduation in the morning  nighttttt~
1491112,4,"my mom gave me a bath, but if you ask me, it was completely unnecessary "
1343720,4,"poison girl, brasils cafe, now bed. good night loves!   busy busy day at work tomorrow!"
1240245,4,"@RoWiRo Happy Monday to you  Love that quote - reminds me to move forward - never give up, never stop!"
957531,4,funny video: Death Star vs. USS Enterprise  http://bit.ly/Yjudg
768298,0,Awww Titanic is over 
825971,4,The Pirate bay owners fined 30million sentenced to one year in jail.  Poor guys wish them luck 
574990,0,iphone 3.0 bricked my phone because activation servers are getting slammed. 
1434797,4,@roadchickie does that mean your buying me a dirt bike (drool) 
1026461,4,Thank you to my boyfriend Bryan for one wonderful year! 
719585,0,I didn't buy my ice cream with the super cahntilli 
1052808,4,@KhloeKardashian Good Morning Khloe.. 
705173,0,@jezrana I like Forever 21's clothes. Then I have to go mope and eat my feelings cause their biggest size is a women's large. Sigh 
938664,4,@souljaboytellem when are u coming to australia ? 
244636,0,@AngeDoubleYou welll then.apparently it sucks to be Angela today. 
906806,4,hope your weekend was fabulous  do anything interesting?
628787,0,Drinking chocolate soy milk! MMMMM. Someone ate my chocolate bar!! 
1157450,4,home from bars. nice night out with naomi. 
1496803,4,"spent the weekend as a gorilla, even more fun than I imagined "
486954,0,i have been neglecting my twitter... so sad 
1224128,4,Having a hard time getting my brain to function this morning.  Hoping it's temporary and not going to impact the rest of my day. 
1166440,4,I'm checking my stuff before I begin preparing to teach Sunday School class.  HEY!!!  GET UP AND GO TO CHURCH!!!  
373619,0,I think I've checked my e-mail 1000000000000000 times today. 
1057790,4,"Ethiopian for lunch, checking out Elephant Odd this evening, then following Craig to the beach. He needs a red dress "
904323,4,"Very tired! Dinner good, then churro's were good! "
1398621,4,"Sim, eu uso telefones Nokia.  #Nokia"
65158,0,"@xenon21 just came online, sorry! and it keeps cutting out so not sure i'll have the patience for msn and signing in every 2 secs, sorry "
290757,0,I think I might be dying...I hate being sick    
593057,0,swishy the fishy lives no longer 
36738,0,"After tomorrow, I probably won't be home until May 8th. "
1106093,4,not sure if im a twitter fan yet....it all a little strange but intrestig. Im off to the pub anyway to drink away this lovely hot day 
31700,0,@KimKardashian Loven the do!Its very cute.I have a similar thing goin on currently w/ the sun burn  Oowch!Killer smile to hide the pain!
1285844,4,I'm up &amp; getting ready for another day!! I'm off tomorrow so that's my motivation!! 
235812,0,"@QueenofScots67 no that is not allowed either, I would be exceedingly jealous "
1507386,4,@Zunii thank you!!  thats very nice of you!
1570368,4,@Dozer_ Cool.. Just need to tighten them all up and done 
263139,0,this may be tmi but i'm ready to barf everywhere...EVERYWHERE 
1329360,4,Dance Rehearsal with my girls  I love you G.O.O.Dcrew
1573909,4,"The boy is making me a pita. I'm half stressed, half excited "
727690,0,"I kinda hate that someone didn't show up for her shift, so they told me to work in her section  but glad-cause i made 251! still sick tho!"
858311,4,is listening to Pink Floyd after *ages*. The Earls Court (Pulse concert) version of Learning To Fly is wonderful 
211186,0,Ugh! All of my CD's don't fit in this bag! 
227339,0,"@ktjbpa2006 yeah  why pay for m&amp;gs? Its no fun so basically I'm paying for fc for nothing. Laame. Yeah, get there early. Ill do the same"
1229168,4,"Going to first water aerobics class for the summer  Since it is an outdoor pool, hope the water is warm"
1575127,4,is looking forward to a hot day and helping and watching chloe's sports day  x x x
678635,0,"i have a worse signal now, that's why. "
481061,0,"downside to urban living: regularly having the scent of improperly removed, sidewalk dog sh*t, wafting through the air "
1248953,4,@aliving THANKS for plugging AdJack  Here's some good vids to pass along http://adjack.tv/#its-a-boy and http://adjack.tv/ad/injured-bad/
804505,4,"searching for a good dress, any care to help me? "
139603,0,"hmm, but miss u a lot... I have not talked 2 u 4 2 days "
1056240,4,@jamiecouey quit bragging  
778826,0,"In a motel room by the beach. All alone. Missing NYC, my bed and my pups. "
1115463,4,Is in toronto and thinking me ms.panton. Id eat eleven am brownies with u. Love u 
1435517,4,oooh. apparently there's somethin online wit RS that has stuff bout kris &amp; adam.  *goes to check*
420453,0,bellyache 
322943,0,at the park with my work family for this bootleg bbq. i'm going to miss these guys 
324985,0,arghhhh i hate my hair  my fringe is so gay!
528813,0,Not very much sun today 
156651,0,@cinthiiiia123 No! He left the band 
175585,0,"@jpadamson don't wait on Red, could be ages. I know what you mean, though. Really looking for a new job "
944421,4,@omgtbh 7 bits should be good enough for anyone. 
1117858,4,@imcudi one dimple is cuter than no dimples 
1333723,4,Preparing for my scholarship interview.  I hope I get it.  I actually got up at 5:45 just to shave 
567556,0,@cupcake_nyc Hey girl!  We missed you at PNC on Sat.    I hope your week is going OK!  
669753,0,I Kno it's Friday nite &amp; I shud b full of energy but I'm exhausted. Not feeln it 
1537849,4,@meeraxoh dude i'm NOT going to school tomorrow! i'll kill myself  love you xx
25272,0,Orient Special Chicken - &quot;highly recommended&quot; or not - not so special. 
1155428,4,yay i found the maltesers and my life is complete  elyshia so moved them...evil lol
843248,4,i am cold. and listening to short stack  haha
581171,0,Doh! My dad jumped into the ocean with his camera in his pocket! 
543078,0,"@JoeDanja It makes me want to say, I love you and I won't let anyting bad happen to you, I said the same thing to Nick but he didn't care "
1498565,4,@abjess funcionou! 
1020897,4,writting a letter to my honey..for my farewellness. lol i love him soo much! 
372858,0,I. feel. like. crap. 
1095537,4,"@DomHind cheers Dom. been to noosa and love it, whole different ballgame! fly back tomorrow so not all bad "
243688,0,"@ChrisTr Russia&amp;Germany Pre 1914? AQA? Least you know enough to make ammendments. I don't remember ANY of it  I will after exams, promise!"
446828,0,The HUGE wedding from yesterday went so well!!! Too busy to take pics. 
800211,4,@lavsmohan...... Yup!! saw the entire match....reached office late.. 
1245823,4,become a CT.org member now : www.cartertwins.org 
881541,4,@FaizaK people say I speak fluent Japanese. But my fianc� is japanese so she usually does the talking. 
369265,0,Trents sisters basketball game...  than who knows what.
1038257,4,"@radiojen To #Chuck??  (If so, am doing a happy dance)"
540684,0,Testing the app. It already crashed 
1318035,4,@aaaaaaaaahh i like you more than curly fries 
1153708,4,"Want to run with me on Wednesday?  Check this out:  http://tinyurl.com/netwe4 and comment if you want to join me!  Virtually, of course!  "
1225101,4,One last #Bing tweet ... I love the logo ... way to go .. 
281903,0,freeeeeeeeeeeezing cold in the house today 
1272838,4,http://twitpic.com/6g8xs - I'll totally miss these guys. 
87793,0,@WoodyBass yes...he is probably the last person I expected to hear that from...  
931434,4,@lovetroupe ooh yes good song good song 
1455372,4,"@greeneash http://twitpic.com/6ta2d - @AquaRuby No Its Not So You Lie,Bye "
768353,0,Got tomorrow off work. Not for nice reason. Funeral. 
601268,0,i give up 
781349,0,Bored.  watchin music videos .
1123170,4,Hello Chicago! What a beautiful day! What's going down this weekend? Check out www.realtenochtitlan.com for some suggestions. 
1380294,4,"@DonLorenzo20 which one do you like? Cool, LA, wanna go to America! Im from Australia "
1247791,4,@agent139 Fantastic! I will read and share. Thank you 
270763,0,"I'm so tired, but I can't sleep. "
1270244,4,"@dmoneymania you are, when I say most I mean the people I think are worth remembering. "
1110961,4,@sharonmichelle i had so much fun today! i love u! 
1164424,4,"@russians_in_uk ?? ?? ??: ?????????? ??????? ??????, ??? ????????????! "
749132,0,@breclark I got your email today.  I feel the same way! 
848350,4,"is wearing flipflops!!  it is so happy! ahah, school till 11 then joe's for athea's birthday lunch! &lt;3"
923855,4,"@AndreaKoeln awww, that's so sweet!  im glad you enjoyed yourself!!  and you have one more concert left right?"
475423,0,@slayashell I really wanted her to go and have an amazing time 
1288546,4,"Sat in the park......melting.  (phew) spend a few hours here and then off for a pint, too cool down "
593291,0,@munke_fresh http://twitpic.com/7osey - OMGRAND! I left my lock and key at work  LOL! where did u find it?
653774,0,i never celebrate the fathers day 
2891,0,feels slightly ill. Guess i shouldnt have eaten Mc Ds after all. 
135868,0,cant get the hang of this twitter and cant find anyone i kno 
547392,0,Gotta be up in 6 hours  Work all day manana!
1251788,4,@joelandluke http://twitpic.com/6atad - Wild!  Your lucky guys ~ sum gud places 
687707,0,@LaylaNatalie  I want some pringles now.
981702,4,finally going to bed. 
954121,4,yay I have a new logo!! its my robot picture!! hehe imm sooo random!  hopefully i can change the pic sometime l8terz.
1493616,4,Think I may go to sleep  good night x http://twitpic.com/6v74y
1514350,4,really wants to listen to live lounge today but has work :/ mannn sorry nickk 
1118451,4,@x_Maxine_x yup  wonder if tht girl will cry tonight hahah a hope she does  she annoys me :O
291830,0,@Eliz_Castro can't remember - is it a blackberry curve?  My tmobile curve is dying.    Undecided abt whether 2 replace w/high or low tech.
818984,4,@askbillmitchell I like it more and more 
141055,0,"on the train, didn't get a table "
531082,0,is feeling tired and a headache is coming on 
469647,0,String cheese gave me the shits 
678109,0,im in the wrong cloud. can i rewind time a week please? 
951669,4,@mikegoldmantwit MAAAAAAAAAAAAAAAAAAAAANLY That's the team we been waiting for 
18724,0,michael has left  and i wish he could've stayed longer ( im not tired just yet
557341,0,@fatwog my mum said no coz i already know how and wont let me go pro 
1196506,4,Going to krystinas today 
81435,0,"Ac/Dc Announce tour, supported by wolfmother, hopefully tickets wont cost a million bucks, but they will "
265025,0,is mortfied  http://plurk.com/p/xjzi0
252005,0,@b_easy There wasn't! freaking clouds  and we got stuff on the roof lmao
1479584,4,my hairr is blonde.  it has been for a while since two weeks agoo. im kinda happy yay. IM WEIRD
1540107,4,"@no_tomorrow glad to see the als walk went good, congrats stephie ♥ "
1003193,4,@camcalupitan camilla you have been responsible for me laughing for a good 3 hours now! HAHAHAHA! yeeee 
676342,0,@cecilong you betchhhh you went to the gym without me 
1121961,4,@timlovejoy i love you! think you should follow me ? 
1139569,4,i just saw Night at the Museum -Battle at the Smithsoanian- I LOVED IT 
1101802,4,what a fun last show 
382695,0,Taking everything off my walls and packing up my room. Quite sad after 10 months of living in it. 
1502284,4,@kirstiembrevik it's your house I should be clear so you won't feel put out/upon... it won't be any time soon. the winds are a-changing 
1392779,4,"@Lates i went for pancakes, we didnt have any bagels which was disappointing! but pancakes were lovely "
1096802,4,Watching Pearl Harbour with @SaraGovea and drinking Chai...this makes for a good night 
1440852,4,Maybe they didn't know there was a game tonight?...Oh well there is always Game 6 
1383193,4,@SylverMan It'll take a minute but you'll get it  There is a arrow 2 the right of my comment when u reply to me click that then comment
1364722,4,@BreeDee3 if you like to laugh..follow me..its just that simple 
371383,0,@ThatOdieGuy The DMV was freaking closed anyways   Plus there was a crazy car accident right outside my window at work! The 3rd in 6 wks!!
373007,0,@carshowgirl Have fun! I'm going to the power tour this weekend in Madison. But it's supposed to rain  Hope the weather is better by you!
261721,0,twitter ate my picture 
1112778,4,@EsmeACullen ::laughs:: u seem like a fighter if u can drink a whole bottle of tequila! Go Esme!lol! I'm Resse 
891083,4,While eating lunch with family today I came up with a really good trick to play on an unsuspecting friend- Muhhhhwahhhh-haaaaahhaaaahaa! 
131793,0,Ok well...i need to go have a bath and do some packing  love ya's x
1094846,4,"Wow, suddenly I've got 14 more followers,  thanks everyone"
242384,0,I broke the mixer.  guess momma needs to get a kitchen aid now!
537930,0,My net really hates me tonight 
1412836,4,"@jonathanrknight You're in Camden,NJ "
758853,0,@amandafortier   http://bit.ly/UsBex Hope this helps.
605401,0,@WaitressTails Ur shih-tzu isn't stupid 
116554,0,@Sims http://twitpic.com/5dcid - Nice! I do love Dunkim' Donuts. Sorry there aren't any in CA 
521910,0,"@EmClosk enjoy enjoy times a million. PS. I had a dream last night that you were moving to Florida, and we would never see each other "
1524253,4,"episode 1 of the exam went well, episode 2 not "
849037,4,@shahidkamal Check out the techno era Ecigarette. Get paid to reduce your tobacco use  http://bit.ly/15g0H4 only $4 a pack too
315929,0,"@Number1Huggles  Booo, that's harsh... "
946788,4,@christian792 omgsh you like them!?!? I went to see them like a year ago and they were so nice 
688830,0,just woke up from the worst nightmare  i want aaronn
839796,4,@Klutz315 I'm one of them. 
916645,4,"@Emoly_ really!? that son of a bitch, screw him, ill talk to on msn later k  xox"
638778,0,oook so it might be a few days before i play on my xbox cuz I guess I broke my controller when I dropped it the other day...now im sad 
512352,0,usually my obliques look killer! Not lately tho!  Fuck
472246,0,my 7 nights with Britney are over 
1269063,4,@Gee_3051 I know. 
436949,0,revising again!!! nothing is going in. 
1523517,4,@SouthernBabies  Smiling so much my wrinkles have wrinkles!
215537,0,@alesplin oh no!  I'm so sorry.    Sarah and I hope that you and Nicole are doing ok.
323667,0,"@lejonprime OUCH.  HAving repaved (a lot, as it turns out) recently, I have the fear of exactly that every time, yet I do it tired too.  "
36923,0,I think my elbow is fractured?             
431579,0,@kay0009 should've been there.  I wanted to go too.  But we had to be somewhere else. Sucks :|
572547,0,Ughhh getting ready to go out. today blows; i miss shaun 
1382840,4,Will visit a Palm or Sprint store in LA later to check out the new Palm Pre 
1002552,4,Happy With The Results 
339003,0,Waking up to bad news is 
681597,0,@rachelmasseybby haha i pictured tommy behind a laptop reading slash and nikki storming into the room yelling &quot;WTF!&quot; and tommy being like 
755363,0,omg... just missed CNTM!! 
690570,0,Really just wants a gf. But one that can always relate and help eachother out and one that feels the same as I do.  being single sucks.
190261,0,@BondServantLZ  i already updated
1213281,4,@seoexpertbd I'm a fan of Dr. Yunus. Props to you for being determined and committed.  [2 thumbs up for you! ]
684530,0,"Ok.. finally the weekend, lots of homework... "
252164,0,@TGraham4 thanks for telling me you weren't coming to dinner! 
1505694,4,@iamfreshtina LOL I tried to include all of my female followers 
597829,0,I so need a drink! I don't have anything strong not even on my first aid kit 
14703,0,@qatia i miss you girl! 2 days and school  and then enlace  !!! anacecii!
609097,0,Going to the hospital again... I miss the knife gang 
332723,0,"@nedwin Yeah we can't get online at @RMIT, either.  First time this year, though."
1025463,4,@yashvit yay. bake fun. we're going live on our epic 6 month dev #cakephp in two weeks. i cant wait. im on holiday 
631322,0,where is my #iPhone 3.0 video ? unhappy 
705178,0,love listening to katy perry's music. ah i feeel like imma get sick 
500052,0,"gutted, out on bubble after 10 on river!!! "
806044,4,@RebeccaLange I've missed you too!  http://twitter.com/RebeccaLange/status/1468051190
491232,0,hockey playoffs tonight 
61403,0,"early to bed early to rise, makes a man or woman miss out on the night life  nite"
897548,4,"@Penguirl You sleep well, too "
1268315,4,I just wrote something (fiction) for the first time in a long time. It felt so good 
608253,0,studeous.com would've been very useful since schools might not re-open on time due to the h1n1 virus.. too bad the site is gone 
1086268,4,@wishywishes yeah sure. 
294009,0,"Should make 1000th tweet special, but there's work to do  If u want to see @hiive's Affinity in action, live demo 11am: http://is.gd/Ltfu"
75117,0,had a great weekend and did not want it to end! hello monday 
642776,0,"Picking William up from school at 15:45, then off to Eastbourne to get him new trainers and  Tshirts. More money!!! "
1550685,4,@Ptamblin talk about living the dream 
1565708,4,Watchin dough boys and after that it's a wrap for me! Tweet dreams tweople tweet ya later!  
919587,4,"Awesome sunday service  God is for you, Jesus is praying for you - What can man do to you?!"
849678,4,@inspiremetoday I always love ur post in these tough times I hope u post some more 2day 
968817,4,@LabbadiaSisters how did ur show go???  ilovejb(:
592541,0,Ooopsies!! I just realized that I never check my updates mentioning me and I look like a B**** for not responding...sorry ya'll! 
468105,0,I'm removing people from my follow list. They're just spamming and it's very very annoying. 
1391595,4,"@trixibelle67 We're still out shopping, @snowbabies will give you a ring later, you seem to be doing fine "
1236487,4,"@HimOverThere yeah I think I'll ask her, just in case!  xx"
386877,0,Reviiiiiiising 
1088790,4,@KATELEWiS_  dependss  you could be a early bird 
765601,0,@BlueSpirit3 i did omg i was screaming at the tv...so fuckin sad  george was my favourite..i love T.R Knight...
373071,0,"@nikkluv  there is no greater honor than this. thank you, THANK YOU. i'll guard them with my life."
602439,0,@Laanetweets And I bet it works as well as it does here- not well. 
1295685,4,"@TomFelton I hope it will get fixed soon!  Hope you'll reply to me, i'm a big fan. "
957292,4,@jamesrbeaumont i'm hoping to get tickets to 
676149,0,I'm torn..   do I let more beer in or more food in?? hello New Castle!!! #fb
763598,0,"not feeling well and have lost cellphone and phone service to be able to call in to work, probably will lose job  Very sick"
666035,0,What's on your weekend agenda? Mine: work    ---I hope you've seen all our TorD videos---it was so much fun!!! Xxx AJ ?
787995,0,Freaking stomach flu kept me up.  I guess no sleep for me.
500065,0,@EileenMCastroMA well im single  so no one to yell at me and im currently working so im living it up for now hahah
1061245,4,That was one of the longest showers ever. Wowww. So clean 
1170106,4,Now... I have to draw... �_�... 
923294,4,"@penguinnose http://twitpic.com/4rnaq - I have my own Harry Potter robe, too!!!  it's a Ravenclaw robe, though. "
495306,0,Moral of the day: Never leave revision for an exam last minute... especially when you have a bad memory 
398041,0,@PinupLisaLove 2 reasons: 1) money's tight right now and 2) i have finals starting monday so im studying and doing homework 
176262,0,"@Ashcoates its been fun so far, but its nothing like a festival altho we did have a cider this afternoon, but only the one "
80601,0,@IMTIRON  me. im shocked that wasn't a mass text.
1043381,4,@Pearl It's a  test for this company I'm applying to  Enjoy Tagaytay!
793457,0,ahh it's still sooo hot in here   hopefully they have the AC fixed at work today
1577276,4,is on heat ! grab your mouse and point your cursor to the link &gt; www.womynlikeus.blogspot.com and click enter 
135069,0,Today isn't my day I'm tired and sitting up in the S.S office...Somebody come save me 
792005,0,"@amandapalmer is playing tonight in LA and i won't be able to go   sad, sad, sad..."
377419,0,@Toxica_Acid it's a good name dammit 
902642,4,haappy bank holiday  2 weeeeks. aah!
672012,0,@meesasun Actually I haven't seen one in a while    There was a French short on tv last night that reminded me I need to see more!
180625,0,Just ran over my first bird. 
963763,4,@gjhead it was good to see you and @vlh at the #twootenany last night 
661835,0,@xBlueEyes2x OH MAN!!!  x i wanna send you link to youtube lol! i have a good one! LOVEYOUUU xxx
673430,0,@jocelynvv1 Haha...I can say that after you leave again...cuz I'll be alone again!  When are you coming home again?
462257,0,"Make that Harpers Island. True Blood isn't online yet, "
642933,0,@MyriadM Dammit their stole our domain! mhhhmm.. 
276027,0,@mikeon425  thanks now there is one thing a pc can do that a mac can't.
1093700,4,@nessie_111 all good here.you enjoyin sun yet.lol 
675546,0,"@trey GoDaddy.  I tried a couple other registrars with no success.  Also, Adium messes up the IDNs "
777129,0,I have a toothache 
1458761,4,@urbenkeach lol! Thanks for that 
945996,4,@ButtercupD I will. Now I'm hungry for ice cream. 
629089,0,@TheChristinaKim Sigh  That sounds horrible. But in our world it does grow back!! That I can assure you of! 8:30. I wouldn't miss it!!!
1306471,4,@davemacdonald @AaronTempler @FabianPattberg @davidcoethica @RealizedWorth Thank you for your help! The Preso/ Paper was received well! 
1352527,4,FYI: GameStop may have a midnite release event for #beatlesrockband. 
729411,0,Lovely day in Adelaide today... too bad i gotta stay in and finish off my assignments 
550624,0,*sigh* why do we continuously let them walk out? All I can do is just be a good friend 
423353,0,"@shelliwazzu Morning hunni.I'm good,weather is not.Day at the zoo is ruined  How are you?? XX"
932983,4,Barry Zito is freaking awesome! I never knew that he likes Radiohead. A LOT. That's freaking sick right there! 
925857,4,Come on let's #twitterTakeover! 
1043241,4,@Brunette01 @SingleGal @TinaMc @joannagarzilli @AlohaCarrie @astrowebgirl @paulina1 @meganlogan #followfriday All my Happy Tweeps 
1401338,4,@sarapalmertwit SUCH a great idea yes?!  Good luck with biology revision   You are in all my 'tweets' too!
732172,0,@itsdemo yea.. i no ..but still   kutner was awesome !
1340046,4,@AriesBaby418 Me @ 
154636,0,is still doing her assignment and has a cold  
749726,0,Needs a new Xbox 360 game as I've just finished Dead Space...seems like no decent games have been released recently  any suggestions?
1314197,4,"@choochootheband haha, thanks. Looks like we might've gotten 1in of rain so far "
577046,0,have stomach bug - will spend day at home so I don't share.. 
1566572,4,"Ha, it can't decide . One minute it has a girlfriend than it has a husband . Whatever it is, its a player "
1195617,4,WOWWWWW  Toy Story 3 Teaser Trailer (HD) http://bit.ly/xCbET
651507,0,".@stewart21 In Ontario now... my sister's graduation is this weekend, so we drove down for that. And I got a speeding ticket in Quebec "
487937,0,all my plans got cancelled  now my day is boring
726306,0,@mahlonlandis on contract for selling  it is perfect. Everything. Even the price. Ah something always goes wrong.I need to win the lottery
235675,0,"@minorityx im not sure yet, wherever has an all ages show! unlike perth "
37087,0,"Oy! my friend and i went on an intense walk the other day, now my calves hurt like nobody's business "
291017,0,"@technex Yeah, he sure could! Too bad he's no longer with us .... "
210130,0,is sad.  tearrrr
1446627,4,@BelieveInJojo you and the rest of the world would get over it!  miss you already!!
812195,4,@DonRoberts @chantelleaustin @LorenaHeletea thanks 
1464640,4,I go eat... For this day really goodby guys... I love U  www.miley-is-smiley.blog.cz !! Read IT!!
1305148,4,"Congrats to Andy, Andrea and big sis Maddie  I love babies!"
500151,0,@kritty you found me on the intraneats?!?!?! but i've forgotten yours. 
503910,0,I MISS CHEER 
433215,0,I think my laptop just died........................  .................... 
452075,0,@vexedinthecity  http://bit.ly/wdqfO
873189,4,"@tommcfly heeey, today  is fletcher day! =} be happy! "
430876,0,Seasonal allergies are kicking my butt today. Hopefully the meds help.  http://myloc.me/2UsF
585292,0,"@tenderheartjb I have no unmoderated comments so for some reason your comment did not come through   Please try again, I'd love to post it"
915554,4,Is getting the hang of Twitter. 
599723,0,@_Snow_White ofcourse i rather the movie! wonder if i could rock up in pj's tomorrow... last day... am so sad 
83429,0,In my lil bros room with my homies and U-N-I. . .cool ass dudes man...don't think I'll be gettin ne shut eye 2nite tho... 
70028,0,@xbrookecorex fuuuuck i could use that money but it's so hard to let go of any of my makeup  haha it's like my child or something
406637,0,Ughh Soooo Sleepy.! &amp; At Wrk 4 At Least 5 More Hours.! 
1119989,4,is going to london 
543963,0,RIP @EvilNecko Well his car anyways...fucking hell.  Good thing no one was hurt but dammit 
859152,4,"@bbrannan Lol nah but it'd be fun to muck around with. I wouldn't give mine to anybody, but would just be interested it making a synth "
1442512,4,Grease is the word!  I'm watching the end of Grease II  (My favorite of the two films)  It's a nice respite from the news of the day.  
338098,0,@CherrybombPk Yeah very... 
1123186,4,@tommcfly hope dougie gets better and you played bass really well tom 
663251,0,@iFusion15 OMFG! U Going to 789?! idk if im going  how are we gonna meet now? im sad |
808192,4,@iTweetPRN Put a apple trial#2 in the freezer first thing this morning 
762896,0,@bongodopey oh damn you...sick?? 
255318,0,@saydiemason i know.  i almost cried.  it doesn't help that i have leather seats.  stupid nashville. i ranted about it on my blog lol.
1291826,4,Got a bday gift for a former friend im no longer speaking to. Think ill just break it  .....how ya like them apples lol
1194562,4,"@davemacdonald Thank you!  I am quite excited - after the defense, my committee said I should turn it into a book so I am doing it "
1145084,4,"History channel has some good shows this summer . . Expedition africa, underwater universe, ice road truckers  looks  good "
1065685,4,"@dorkexposed Woo hoo! Glad to hear it! That's what #followfriday is all about!  Exposing talent, inspiration, and good tweeps! "
720173,0,"@Ruth_Z I was trying to explain the benefit of your site to someone, but I guess it's down. "
409058,0,I am cold and tired 
5183,0,wants a G1 or a Prada 2  CONTRACT!
1304012,4,five sushi rolls later....im stuffed! and my mouth is burning!! lol 
1247798,4,Steve Carell is awesome 
577950,0,"@BleepBloopJeff OMGOSH, I CANNOT WAIT!!! ;D i'm so depressed, cuz I used 2 have Worms on my old cell phone (n-gage) but it works no more! "
1186787,4,"@ConnorJack yea, looks great  got my vids on there  yay ;) the ads are hard now to find as only some channels show them "
671418,0,Looking at Buzz's camp stuff online.... I miss camp weeks!  
716864,0,i have a tummy ache 
1465064,4,nevermind.. found it 
1073179,4,I'm out. Peace yo. 
377754,0,At workkkkkk .. 
487556,0,how can we say to a 18 years old boy that he is not ok he doesn't have only depression we think someone did smth to him he is totally dif 
980107,4,"Shower, then bed. Goodnight my fellow twatters "
583953,0,"@Jessieluvsjuicy haha I'll try! And I miss you too, where have you been?! "
29818,0,There's this 1 cat I see EVERYtime I go out &amp; he just stares &amp; I always feel guilty  SO weird. Like I owe'm somethin but I don't know'm.
857007,4,@WhitneyEVE Hey Whitney - where can you purchase your collection in Vancouver Canada? We would love to use your clothing for a photoshoot 
1203282,4,I really do love junior highers 
153696,0,I need to scream..Or cry.. I am sick of smiling!!! Yes.. Things are NOT okay.. Ugh.. I had no clue it would be this hard..  xx
818133,4,Wow 152 followers. Thanks guys &amp; girls - much appreciated!  Karen
376900,0,@sjdfan @Vivayn ..and it's on the 9th...coincidence? And maybe not L.A..but LA! That would surely throw us off. But...no celebs mentioned 
84898,0,@lararamos hmmm wala pang sched eh  i just checked out the available clases list...
1254922,4,@dylansprouse1 thats because youu are number one!  a reply would make my day&lt;3 loveyouu(:
1068702,4,Sittin in  my cap and gown fixin to graduate 
1172541,4,"Ice creams all round  Who says I'm a bad boss, well most of my staff and volunteers. But what would they know ;)"
120514,0,@stuartharding sorry stu 
1549113,4,@mayerelle i know. cant wait na nga to go home. wheeeh. i got an i phone. im playing it now. wheeeh. 
1180828,4,@nikkiwoods The feeling is mutual  I have been meeting a  lot of West Indian women in Entertainment these days 
916878,4,Here again  how are u all??
555094,0,"... hates Big Brother. Determined not to watch any of it this year, but very difficult because @VikkiCullen loves it "
1101641,4,Just experienced it's nice to dogfood my own tools. Give myself feedback all the time. Very powerful!   http://bit.ly/bFW0D
1362509,4,@JonathanRKnight I'm following Dave now  btw my sister loves him!
294282,0,We've discovered that my little sister is scarred by this http://bit.ly/19jpT9 she's going to have to go to a child psychologist 
497884,0,but I do not think I can ... is beginning of the week 
847641,4,"@CeTall the one from junior prom. HAHAH. by the way, i like cheezy gordida crunches and strawberry frutista freezes. "
571708,0,@allison__ AH! i got yours! it hasn't been sending me any since yesterday 
1078182,4,@nursedoublek haha sat is going good.. did some clothes shopping now heading to do food shopping  how's ur friday ?
395453,0,"House is a mess. Big clean up session tonight before the cleaner comes on Monday morning. Sounds wierd, clean up for the cleaner "
391965,0,@john_iceknife I can't hear yodeling penguins.   reads: Prelude and Yodel  | unavailable   running out to buy PEZ brb
1558184,4,Ochem sucks so incredibly baddddd. Does the world really need another surgeon? :-/ i need distractions pleaseeeee 
305501,0,@donniewahlberg make @jonathanrknight Stop saying mean things like summer might be it  *tears*
190439,0,"@RBaldry And lastly, the thing that gets me is when cyclists act as though they're more important than all others - and many of 'em do. "
1539839,4,It's a great feeling to be connected to a network of over 500 techies  God bless twitter!
790001,0,@SherilynMoon unfortunate then that I have no signal to tweet photos from my phone whilst in Wales 
604224,0,@LizK_is bummer  It sucks when you understand something bad about someone else... It means you've been through it. I'm sorry sweets 
1047375,4,"@TianaMichelle lol. listen to the song on my myspace.. i put it on just then, i love it "
735198,0,I have the urge to have an iPhone 
143135,0,Jack has a slight temp! He's not a happy bunny! Poor baby 
923333,4,"best night i've had in a long, long while "
